Customer Name,Customer Mail ID,,Date and Time,Server Name,Server EMPID,Customer Age,Dining Preference,Room Preference,Sports Activity,Wellness,Pricing Pattern
Benjamin Porter,dflores@yahoo.com,,06-05-2024 20:08,Jeffrey,EMP4032,55,Yes,Standard,No,Pool,High
Beth Roberts,lpatel@flores-ewing.com,,13-10-2024 14:58,Curtis,EMP7226,60,Yes,Suite,Yes,Gym,High
Peter Colon,owenleah@yahoo.com,,26-03-2024 13:37,Joanna,EMP9718,72,No,Standard,No,Pool,Medium
Joseph Klein,shirley92@hotmail.com,,18-08-2024 22:02,Kimberly,EMP6204,75,Yes,Suite,Yes,Spa,High
Jonathan Robinson,ufitzgerald@fowler-kent.com,,26-03-2024 00:57,John,EMP5894,53,No,Standard,No,Gym,Medium
Tammy Franco,ihopkins@small.com,,31-01-2024 09:45,Daniel,EMP3621,40,No,Standard,Yes,Gym,Medium
Bradley Marks,gerald57@hotmail.com,,01-06-2024 08:17,Nathan,EMP6616,27,No,Suite,Yes,Pool,High
Trevor Dalton,benjamin26@gmail.com,,25-07-2024 22:29,Rebecca,EMP3775,51,Yes,Deluxe,No,Gym,Low
Jordan Jones,shelly32@johnson.com,,12-09-2024 01:54,Heather,EMP5007,73,Yes,Standard,Yes,Pool,High
Matthew Mann,stevenbrooks@bailey-smith.com,,26-10-2024 15:53,Juan,EMP4102,50,Yes,Standard,Yes,Spa,Low
Amy Ortiz,wilkersondavid@gmail.com,,29-10-2024 19:24,Erika,EMP3653,66,No,Standard,No,Gym,Low
Monica Perry,odouglas@williams.com,,17-12-2024 07:41,Thomas,EMP4891,24,Yes,Standard,No,Spa,Low
Cynthia Adams,raymondnichols@lopez.com,,31-10-2024 11:29,Tiffany,EMP7011,59,No,Suite,No,Pool,Medium
Charles Campbell,coreyhill@yahoo.com,,20-12-2023 20:18,Nicholas,EMP1637,55,No,Suite,No,Spa,Medium
Patricia Sparks,shannonharris@yahoo.com,,01-11-2024 10:58,David,EMP2057,65,No,Suite,No,Gym,High
Robert Turner,jameshurst@yahoo.com,,31-07-2024 22:47,Anthony,EMP9227,53,No,Deluxe,Yes,Pool,High
Daniel Perez,rebecca35@yahoo.com,,23-06-2024 00:53,Jeremy,EMP7382,69,No,Standard,Yes,Spa,Medium
Jessica Tran,gatkins@gmail.com,,11-04-2024 01:04,Larry,EMP2609,22,Yes,Standard,Yes,Spa,High
Charles Smith,fcarey@gmail.com,,19-05-2024 00:20,Jonathan,EMP1479,33,No,Deluxe,Yes,Spa,High
David Russell,abarrett@price.com,,03-05-2024 22:42,Jonathan,EMP5329,65,No,Deluxe,No,Pool,Low
Mariah Lawson,smithmadeline@hotmail.com,,06-02-2024 12:16,Aaron,EMP5292,57,No,Deluxe,No,Pool,High
Kevin White,icollier@hughes-rios.com,,16-02-2024 13:38,Joseph,EMP4752,55,Yes,Deluxe,No,Pool,High
Valerie Ward,moorejonathon@hotmail.com,,13-08-2024 08:18,Dakota,EMP4087,45,Yes,Deluxe,No,Pool,Medium
Hannah Torres,kimberlygriffin@gmail.com,,14-07-2024 10:26,Matthew,EMP1169,42,No,Deluxe,No,Pool,High
Jean Clark,belindakennedy@gmail.com,,17-08-2024 13:13,Joel,EMP8991,66,No,Deluxe,Yes,Spa,Low
Jennifer Henry,torresrachel@gmail.com,,07-11-2024 08:37,Megan,EMP1407,19,No,Suite,Yes,Gym,Medium
Sarah Russell,melissa14@gmail.com,,25-01-2024 16:39,Laura,EMP1043,43,Yes,Standard,No,Gym,High
Thomas Jimenez,michaelgill@gmail.com,,17-03-2024 03:47,Michael,EMP3535,36,No,Standard,Yes,Spa,Medium
Alyssa Williams,yholland@hotmail.com,,07-08-2024 02:05,Carol,EMP5150,35,Yes,Suite,No,Spa,High
Jeff Pena,jennifer61@gmail.com,,06-10-2024 17:45,Robert,EMP5284,48,Yes,Deluxe,No,Spa,High
Dale Rivera,pphillips@hotmail.com,,01-10-2024 19:40,Stuart,EMP6041,56,No,Suite,Yes,Pool,Medium
Brian Davis,kimberlycastaneda@gmail.com,,26-05-2024 07:48,David,EMP7741,52,No,Standard,No,Pool,High
Donna Beltran,jackfuller@yahoo.com,,12-10-2024 05:28,Nicholas,EMP9079,73,No,Deluxe,Yes,Gym,Medium
Sandy Phillips,deniseflores@webb.com,,11-04-2024 11:50,Michael,EMP6714,55,Yes,Deluxe,Yes,Pool,Medium
Jodi Gray,laura07@hotmail.com,,01-04-2024 16:57,Frederick,EMP1116,41,No,Deluxe,No,Gym,Medium
Pamela Duncan,rayala@yahoo.com,,02-04-2024 06:18,Matthew,EMP3100,57,No,Standard,Yes,Pool,High
Kristina Norris,brandon26@sanchez.com,,29-09-2024 18:20,Thomas,EMP8881,32,Yes,Deluxe,Yes,Pool,Low
Candace Chapman,allisonnorman@gmail.com,,19-11-2024 17:17,April,EMP1636,79,No,Deluxe,Yes,Gym,Low
Stephen Jones,scoleman@hotmail.com,,09-09-2024 11:59,William,EMP3369,25,No,Deluxe,Yes,Pool,High
Jorge Cohen,craigwilliamson@powell.com,,07-08-2024 23:27,Daniel,EMP2628,60,No,Standard,Yes,Spa,Low
Craig Powell,sararodriguez@yahoo.com,,29-11-2024 09:08,Holly,EMP7263,28,Yes,Standard,No,Spa,High
Jon Taylor,andrewwalker@gmail.com,,25-11-2024 15:42,Mark,EMP8132,43,Yes,Deluxe,Yes,Gym,High
Aaron Finley,jstone@hotmail.com,,13-12-2024 17:12,Michael,EMP5837,21,Yes,Standard,No,Spa,Medium
Stacey Swanson,jeffrey87@gmail.com,,21-05-2024 07:15,Albert,EMP3194,30,No,Deluxe,No,Gym,High
Jeff Wright,chavezbilly@hotmail.com,,15-05-2024 02:28,Richard,EMP6815,66,Yes,Standard,Yes,Spa,Low
Susan Martin,noah84@hotmail.com,,21-05-2024 10:42,George,EMP6312,21,Yes,Standard,No,Gym,High
Christian Carroll,amynewman@hart-williams.com,,13-08-2024 03:02,Robert,EMP7280,35,No,Deluxe,No,Gym,Medium
Kevin Hamilton,spencer78@brown.org,,11-03-2024 12:56,Karen,EMP2810,77,No,Suite,No,Pool,Low
Ryan Johnson,margaretwhite@yahoo.com,,07-11-2024 00:43,Tiffany,EMP4270,78,Yes,Suite,No,Spa,High
Darrell Boyer,turnerdillon@bishop.com,,16-12-2024 05:57,Alyssa,EMP8835,32,Yes,Suite,No,Spa,Low
Sean Olson,yosborne@hall-garner.com,,12-10-2024 22:30,Shane,EMP5053,64,No,Suite,No,Gym,Medium
Jessica Robinson,robertsmiguel@english-lindsey.info,,05-08-2024 17:05,Benjamin,EMP3091,71,No,Suite,Yes,Pool,High
Ronald Frederick,vanessa62@yahoo.com,,26-06-2024 08:29,Patrick,EMP4226,53,No,Deluxe,No,Spa,Medium
Kristen Richards,michaelcardenas@gmail.com,,12-07-2024 22:05,Natalie,EMP5636,50,No,Deluxe,No,Gym,Medium
Stephanie Jordan,mariebush@gmail.com,,22-02-2024 18:30,Eric,EMP1165,35,Yes,Deluxe,Yes,Spa,Medium
Thomas Cortez,orivera@reyes-wilson.biz,,21-07-2024 12:06,Frank,EMP5223,47,No,Deluxe,Yes,Spa,High
Luis Lee,kevingonzalez@evans-elliott.com,,21-04-2024 00:07,Joyce,EMP3182,45,No,Deluxe,No,Spa,Medium
Mark Parker,mendozarichard@watts.net,,16-10-2024 08:10,Donna,EMP3324,38,No,Standard,Yes,Pool,High
Mark Vaughn,kennethharris@hotmail.com,,06-04-2024 13:05,Brian,EMP8320,43,No,Suite,Yes,Pool,Medium
Dr. Brian Parker III,emilyjohnson@yahoo.com,,14-07-2024 18:18,Cynthia,EMP4903,67,Yes,Suite,No,Gym,Medium
Steve Vazquez,morrisonbradley@yahoo.com,,11-08-2024 06:17,Mark,EMP7750,79,No,Deluxe,Yes,Pool,Medium
Elizabeth Jones,chavezbeth@brown.com,,02-12-2024 10:55,Andrea,EMP3754,33,No,Standard,No,Spa,Medium
Michael Mayer,warrenjill@fitzgerald-watts.org,,20-05-2024 01:06,Jasmine,EMP5318,38,Yes,Standard,Yes,Spa,Medium
Mr. John Jordan,austin93@hotmail.com,,07-09-2024 13:50,Beverly,EMP9136,79,Yes,Standard,No,Spa,Medium
Kathryn Smith,jake53@yahoo.com,,11-09-2024 06:47,Kathleen,EMP8621,36,Yes,Standard,Yes,Spa,Medium
Sarah Le,amanda07@smith-todd.net,,04-05-2024 14:13,Amber,EMP7486,76,No,Standard,Yes,Pool,High
Manuel Howard,vproctor@yahoo.com,,30-07-2024 18:46,Justin,EMP9262,21,No,Deluxe,Yes,Spa,Low
Lisa Wood,susanwelch@yahoo.com,,04-02-2024 13:51,Angela,EMP5224,24,No,Deluxe,No,Gym,High
Audrey Stephens,khall@gmail.com,,27-12-2023 23:45,Michelle,EMP9732,48,Yes,Standard,Yes,Spa,Medium
Katherine Lucas,tammy92@wall-parker.com,,13-02-2024 20:47,Taylor,EMP1730,35,No,Suite,No,Spa,Low
Dennis Quinn,harrelljasmine@morris-odom.com,,14-02-2024 19:52,Scott,EMP7056,75,Yes,Standard,Yes,Pool,Medium
Angela Diaz,shellymartinez@hotmail.com,,11-07-2024 11:49,Robert,EMP1721,59,No,Standard,No,Spa,Medium
Sandra Stevens,peterslorraine@yahoo.com,,12-05-2024 21:32,Victor,EMP3905,52,Yes,Deluxe,Yes,Spa,Low
William Gill,ymorgan@gmail.com,,06-10-2024 04:12,Heather,EMP6631,18,No,Suite,Yes,Gym,Low
Brenda Savage,james50@gmail.com,,13-05-2024 13:00,Amanda,EMP7078,67,No,Standard,No,Pool,High
Kimberly Diaz,jennifergarcia@valdez-graham.biz,,15-04-2024 00:34,Ricky,EMP4043,55,No,Suite,No,Gym,Low
Stephanie Barnes,geoffrey12@hotmail.com,,23-08-2024 00:20,Joyce,EMP7853,42,Yes,Suite,No,Pool,High
Clayton Oliver,fdavis@yahoo.com,,29-06-2024 01:52,Shawn,EMP9645,45,Yes,Suite,Yes,Pool,Medium
Robin Hodge,anthony55@yates-ferguson.org,,13-09-2024 19:08,Becky,EMP6883,42,Yes,Deluxe,No,Gym,Low
Ronald Mccann,josephleonard@jenkins-berg.info,,17-04-2024 06:52,Jeremy,EMP7746,72,No,Suite,Yes,Pool,High
Chelsea Simpson,elizabeth53@yahoo.com,,25-03-2024 00:57,Kristina,EMP3748,73,No,Suite,Yes,Spa,Low
Mrs. Sydney Paul,lorraine69@powers.com,,25-04-2024 16:20,Trevor,EMP2395,64,No,Deluxe,No,Spa,High
Eric Donovan,gutierrezstanley@hotmail.com,,13-02-2024 15:42,Phyllis,EMP6320,53,Yes,Deluxe,Yes,Pool,Medium
Theodore Hampton,bbrown@bennett-craig.com,,09-02-2024 15:37,Jessica,EMP4267,77,No,Suite,Yes,Spa,Low
Nathan Roberts,tinabrown@cole-conley.com,,01-01-2024 06:49,Kevin,EMP8954,61,No,Deluxe,No,Pool,Low
Leslie Hill MD,kathrynguzman@caldwell.org,,20-03-2024 17:48,Laura,EMP9742,37,Yes,Standard,No,Gym,Medium
Nathan Taylor,gregoryjeffrey@hotmail.com,,03-02-2024 22:29,Cynthia,EMP9014,68,Yes,Suite,No,Spa,Low
Jeanne Phillips,khooper@yahoo.com,,27-11-2024 12:41,James,EMP7330,28,Yes,Suite,Yes,Pool,High
Timothy Flores,carrieevans@yahoo.com,,28-08-2024 15:09,Michael,EMP5434,37,No,Deluxe,No,Spa,High
Amanda Fields,englishmarie@hall.com,,05-07-2024 17:32,Michael,EMP9287,21,Yes,Suite,No,Pool,Low
Logan Mitchell,noblerachel@mills.biz,,27-10-2024 21:23,Jessica,EMP7860,36,Yes,Deluxe,Yes,Spa,High
Anne Morris,vsoto@gomez.com,,20-10-2024 23:16,Alyssa,EMP7578,77,No,Suite,Yes,Spa,Low
Erica Robertson,jessica72@gmail.com,,30-12-2023 06:45,Stephen,EMP9939,21,Yes,Suite,Yes,Spa,Low
Jay Taylor,pramirez@brewer.com,,29-01-2024 09:19,Marcus,EMP7844,54,Yes,Deluxe,No,Spa,High
Calvin Gross,pgoodwin@parker.com,,03-06-2024 13:19,Michael,EMP3435,76,No,Standard,No,Spa,Medium
Brian Guzman,adamsanders@brown.info,,27-02-2024 07:40,Valerie,EMP5179,68,No,Suite,No,Spa,Medium
Christopher Brooks,bethjimenez@hotmail.com,,03-05-2024 11:10,Brian,EMP8852,28,Yes,Deluxe,No,Pool,Low
Jennifer Lee,hmurray@jackson.net,,19-01-2024 11:19,Deborah,EMP2942,36,No,Standard,No,Spa,High
Carla Kidd,gruiz@hotmail.com,,18-03-2024 23:54,Stephanie,EMP1579,68,Yes,Standard,No,Spa,Medium
Timothy Chan,joshuamcmahon@gmail.com,,13-11-2024 05:12,Andrew,EMP4745,31,No,Suite,No,Spa,Medium
Charles Oliver,reedbrett@hotmail.com,,02-05-2024 07:05,Joshua,EMP8708,58,Yes,Deluxe,No,Gym,High
Robert Martinez,ivanbeard@gmail.com,,17-05-2024 10:38,Sara,EMP8711,59,Yes,Standard,No,Gym,Low
Monica Wagner,bethfisher@duncan.biz,,07-04-2024 22:50,Andrew,EMP4463,70,Yes,Deluxe,No,Spa,Medium
Lynn Hurley,farrellelizabeth@yahoo.com,,27-09-2024 03:15,Larry,EMP8595,52,Yes,Suite,No,Pool,Low
Tammy Foster,chadperez@yahoo.com,,27-06-2024 23:53,Edward,EMP1783,43,Yes,Standard,No,Gym,Medium
William Duarte,hardingjudy@hotmail.com,,18-11-2024 20:24,Ashley,EMP2290,42,No,Deluxe,Yes,Gym,High
Isaac Smith,eross@gmail.com,,06-10-2024 14:27,Jeffrey,EMP7723,22,Yes,Deluxe,Yes,Pool,Medium
Laura Drake,kathy79@wright-little.com,,28-10-2024 03:00,Michael,EMP6816,27,No,Standard,Yes,Pool,High
David Lopez,marissa24@hotmail.com,,05-04-2024 00:08,Ray,EMP5478,79,Yes,Suite,No,Pool,Low
Angela Smith,jessicakim@yahoo.com,,10-01-2024 06:14,Spencer,EMP4774,68,Yes,Standard,Yes,Gym,Low
Nathan Williams,tuckerandre@schneider.com,,04-09-2024 05:57,Stephen,EMP5805,31,No,Standard,No,Pool,Low
Anthony Dawson,knighttim@hubbard.com,,12-02-2024 10:32,Rachel,EMP3044,32,Yes,Deluxe,Yes,Pool,High
Ryan Riddle,ojackson@smith.org,,06-01-2024 12:51,Nicholas,EMP3054,73,Yes,Suite,No,Spa,Low
Mary Watkins,emcknight@yahoo.com,,31-03-2024 02:06,Brianna,EMP2746,62,No,Suite,Yes,Gym,Low
Brendan Martin,ldorsey@gmail.com,,05-09-2024 14:04,Gerald,EMP9462,32,Yes,Deluxe,Yes,Spa,High
Cathy Lewis,deborahdunn@forbes-thompson.com,,06-01-2024 07:58,Roy,EMP7602,80,Yes,Suite,Yes,Pool,High
Chris Pearson,brian65@yahoo.com,,11-03-2024 05:54,Brady,EMP5760,76,No,Suite,No,Pool,Low
Suzanne Wilson,teresasmith@middleton.org,,05-03-2024 09:43,Roger,EMP2920,29,Yes,Suite,No,Gym,Medium
Janet Mcclain,diazallison@yahoo.com,,06-04-2024 20:15,Jasmine,EMP3683,33,Yes,Standard,No,Pool,High
Chad Herman,mpope@gmail.com,,05-05-2024 20:16,Charles,EMP6760,47,No,Standard,No,Pool,Medium
Lawrence Russo,zhodge@robinson-kennedy.org,,25-03-2024 17:53,Bryan,EMP5336,69,Yes,Deluxe,Yes,Spa,Medium
Thomas Estes,estokes@gmail.com,,31-05-2024 07:11,Ernest,EMP4011,20,No,Suite,Yes,Pool,Low
Lisa Gonzalez,gturner@yahoo.com,,27-09-2024 00:17,Lisa,EMP1927,50,No,Standard,No,Gym,High
Scott Lam,bushjuan@goodwin.com,,30-03-2024 11:51,Deborah,EMP7994,23,Yes,Deluxe,No,Gym,High
Melissa Evans,erik49@yahoo.com,,07-07-2024 23:39,Ricardo,EMP4420,22,Yes,Standard,No,Spa,Low
Charles Rivera,sharon56@leon-wright.org,,21-12-2023 22:46,Erin,EMP2138,75,No,Standard,No,Pool,Medium
Stephen Davis,riversjon@yahoo.com,,08-04-2024 05:04,Jessica,EMP2768,37,Yes,Deluxe,No,Gym,Low
James Booker,barbara87@hickman.com,,27-04-2024 03:55,Michael,EMP4790,20,Yes,Suite,Yes,Spa,Low
Justin Brown,brenda40@gmail.com,,29-12-2023 18:40,Jacob,EMP4908,19,No,Suite,No,Gym,High
Matthew Wise,wheelerlinda@hotmail.com,,03-04-2024 12:59,Craig,EMP5099,47,No,Suite,Yes,Spa,Low
Carrie Glass,wadams@barton-taylor.com,,12-07-2024 02:55,Aaron,EMP1884,73,No,Deluxe,No,Gym,High
Carolyn Figueroa,simskenneth@hall-jones.com,,09-10-2024 18:48,Pamela,EMP3346,46,No,Suite,No,Pool,Low
Alexandra Spencer,diazdavid@gmail.com,,08-08-2024 12:31,Alicia,EMP3856,38,No,Suite,Yes,Pool,Medium
Brandon Dennis,freemansandra@williams.com,,28-11-2024 07:25,David,EMP2030,69,No,Suite,No,Spa,Medium
Shaun King,jeffreywalker@brown-howard.com,,06-06-2024 21:04,Kelly,EMP9254,21,No,Deluxe,No,Spa,Low
Ashley Montgomery,corygonzalez@hotmail.com,,07-07-2024 05:06,Jerome,EMP5101,75,No,Suite,No,Pool,Medium
Bradley Murphy,phillipwilson@fernandez-ellis.info,,01-12-2024 08:40,Lance,EMP9296,74,No,Standard,Yes,Pool,Medium
Todd Trujillo,harringtonleslie@farmer.com,,21-12-2023 22:44,Christopher,EMP7036,47,Yes,Suite,No,Pool,Low
Stacey Anderson,khenderson@yahoo.com,,23-09-2024 08:05,James,EMP6085,41,No,Suite,No,Spa,High
Michael Hall,reidashley@yahoo.com,,31-03-2024 10:54,Angelica,EMP3004,72,Yes,Standard,Yes,Pool,Medium
Thomas Horton,hamiltonmichele@gmail.com,,12-04-2024 12:44,Jack,EMP6105,40,Yes,Deluxe,Yes,Gym,Low
Laura Jackson MD,hrodriguez@gmail.com,,13-01-2024 01:59,Charles,EMP9503,64,No,Deluxe,No,Pool,Low
Luis Henson,alan36@combs-miller.com,,09-05-2024 07:53,Michelle,EMP4571,33,No,Suite,No,Pool,Medium
Daniel Stevenson,leebradford@fitzgerald.com,,20-10-2024 14:57,Sandra,EMP3479,27,No,Suite,Yes,Spa,Low
Cody Combs,tholmes@lloyd-robbins.com,,15-04-2024 14:02,Paul,EMP5239,32,No,Suite,No,Gym,Medium
Abigail Johnson,peter40@kelly-martinez.com,,05-06-2024 10:34,Mary,EMP3683,76,Yes,Standard,No,Spa,High
Donna Rubio,mnixon@young-rice.info,,12-03-2024 12:00,Kevin,EMP7249,75,No,Deluxe,Yes,Spa,Low
Ashley Quinn,bergmarc@reyes.com,,22-11-2024 11:18,James,EMP6777,32,No,Deluxe,No,Pool,Medium
Martin Lam,ahoover@hotmail.com,,19-12-2023 23:12,Craig,EMP4749,27,No,Suite,No,Gym,High
Ellen Richards,josephthornton@maldonado-archer.info,,21-02-2024 00:35,John,EMP4085,80,Yes,Suite,No,Spa,Low
David Johnston,wmartinez@lane.com,,27-07-2024 16:44,Sandra,EMP7969,70,No,Standard,No,Pool,High
Melanie Shepard,christopherhoward@hotmail.com,,08-03-2024 22:56,Manuel,EMP4641,60,Yes,Standard,Yes,Pool,High
Steven Carlson,ronald51@walker.info,,29-08-2024 07:05,Brittany,EMP2117,47,No,Standard,No,Pool,High
Dana Miranda,marshallgilbert@pena.com,,24-11-2024 12:57,Brad,EMP6025,74,No,Standard,No,Spa,High
Andrea Oconnell,william28@lucas-mayer.com,,09-02-2024 05:29,Paul,EMP8990,40,Yes,Standard,Yes,Pool,Low
Andrew Luna,tmorris@chang-cummings.com,,30-05-2024 19:20,Catherine,EMP2739,69,Yes,Standard,No,Gym,Low
William Wilson,robertfreeman@smith.com,,07-12-2024 09:25,Luis,EMP9877,36,No,Deluxe,No,Pool,Low
Julie Pierce,brianboyd@boyd.com,,20-05-2024 07:35,Keith,EMP7784,71,No,Deluxe,No,Pool,High
Kimberly Medina,aguilarvalerie@hotmail.com,,12-02-2024 11:58,Wanda,EMP6419,49,No,Suite,No,Gym,Medium
Melanie Schmidt,charlesbrowning@hotmail.com,,15-10-2024 01:58,Erin,EMP8287,23,Yes,Deluxe,Yes,Gym,Medium
Andrew Johnson,vdiaz@hotmail.com,,09-08-2024 03:32,Zachary,EMP1401,29,No,Suite,No,Pool,Medium
Robert Lopez,katherine30@gmail.com,,06-05-2024 15:50,Elizabeth,EMP6346,57,Yes,Standard,No,Pool,Medium
Dominique Morales,thomasgarcia@steele.com,,13-04-2024 02:26,Jessica,EMP6845,66,Yes,Deluxe,Yes,Pool,Medium
Shane Kennedy,jeremiahriley@gmail.com,,15-10-2024 14:40,Laura,EMP8680,63,Yes,Suite,Yes,Spa,Low
Stephanie Garcia,dayjoshua@gmail.com,,16-12-2024 04:31,Jeffrey,EMP9471,66,No,Deluxe,Yes,Spa,Medium
David Acosta,hoodpatricia@howard.com,,29-08-2024 16:55,Christopher,EMP8008,59,No,Suite,Yes,Gym,Low
Stephen Webb,christina16@white.org,,05-01-2024 07:09,Jonathan,EMP4712,38,No,Standard,No,Pool,Low
Charles Parsons,bernardjohn@johnson-boyle.info,,30-12-2023 18:01,Christine,EMP1678,32,Yes,Suite,No,Spa,High
Michael Williamson,nguyenmichael@vega.com,,12-05-2024 06:03,Randy,EMP4456,76,Yes,Suite,No,Spa,High
Nicholas Myers,kellyamanda@schultz.com,,16-03-2024 01:12,Teresa,EMP3369,68,No,Suite,Yes,Pool,Low
Amanda Singh,melissawatkins@barnes.net,,23-10-2024 20:04,Ashley,EMP7378,22,Yes,Standard,Yes,Pool,Low
Amanda Smith,llewis@yoder-pope.org,,05-05-2024 16:51,Tony,EMP7656,39,Yes,Standard,No,Gym,High
Sharon Schroeder,fgates@edwards.com,,29-03-2024 16:32,William,EMP3915,50,Yes,Suite,Yes,Gym,High
Alexander Mueller,charlesdennis@yahoo.com,,25-07-2024 21:12,Christopher,EMP5366,65,No,Standard,Yes,Gym,Medium
Paula Wallace,stephaniecantu@johnston.com,,11-12-2024 20:20,Chelsea,EMP2055,76,Yes,Suite,No,Spa,High
Michael Espinoza,jennifer03@young-butler.com,,30-05-2024 22:38,Barry,EMP2695,79,Yes,Deluxe,No,Spa,High
Shawn Smith,martinezlauren@shaw.net,,13-12-2024 19:37,Jill,EMP5334,78,Yes,Suite,No,Pool,Low
Tammy Greene,juliamiller@gmail.com,,14-09-2024 09:40,Dustin,EMP9713,43,Yes,Deluxe,No,Gym,Low
Kevin Bradley,barbarawilkerson@yahoo.com,,05-01-2024 03:58,Christina,EMP8633,28,No,Deluxe,No,Spa,Low
Teresa Smith,phillipjones@hotmail.com,,24-10-2024 15:41,Mark,EMP8885,47,No,Suite,Yes,Pool,Medium
Laura Moss,hernandezjasmine@gmail.com,,23-01-2024 18:23,Erica,EMP8612,34,No,Standard,No,Spa,Low
Donna Paul,sethporter@jenkins-gordon.com,,20-05-2024 23:31,Robert,EMP7688,21,No,Suite,Yes,Gym,Low
Barbara Jenkins,odonnellpatricia@jenkins.com,,01-07-2024 03:14,Samuel,EMP1835,51,Yes,Deluxe,Yes,Spa,Medium
Victoria Le,tnewman@johnson.org,,05-04-2024 06:20,Jennifer,EMP2190,39,No,Standard,Yes,Pool,Medium
Jennifer Perry,jasonjohnson@reeves.com,,13-02-2024 12:22,Jared,EMP1560,63,Yes,Deluxe,No,Pool,High
Julie Jones,juliapatton@hart.biz,,08-07-2024 09:19,Helen,EMP3950,38,No,Standard,Yes,Spa,Low
Raymond Browning,emartin@wiley-rivas.net,,21-10-2024 14:12,Corey,EMP6150,48,Yes,Standard,No,Gym,High
Christian Gordon,marthayoung@mayer-navarro.com,,12-02-2024 06:55,Jennifer,EMP3251,24,No,Deluxe,Yes,Gym,Medium
James Rivas,davidjohnson@gmail.com,,08-07-2024 05:15,Douglas,EMP3851,37,No,Standard,Yes,Pool,Medium
Lauren Parsons,jsmith@evans.com,,31-07-2024 11:12,Jared,EMP7968,30,No,Standard,No,Pool,Low
Colleen Spencer,campbellmichael@taylor-armstrong.biz,,21-02-2024 23:05,Paul,EMP3757,30,No,Suite,No,Spa,Low
Kimberly Johnson,foxbrian@cherry-hall.net,,04-09-2024 08:58,Jonathan,EMP8484,29,No,Deluxe,Yes,Pool,Low
Shawn Brooks,christinegarcia@yahoo.com,,23-05-2024 15:06,Brent,EMP5601,48,Yes,Standard,Yes,Gym,High
Jennifer Mcintosh,ibond@schaefer-lewis.biz,,08-01-2024 21:04,Joseph,EMP4526,69,No,Standard,No,Gym,High
Sean Edwards,madeline56@gmail.com,,31-10-2024 17:41,Alexandra,EMP3988,51,No,Standard,No,Gym,High
Roberta Williams,rbaker@nelson.com,,24-03-2024 20:05,Ian,EMP3489,57,Yes,Standard,Yes,Spa,Medium
Sean Clark,bobby35@hotmail.com,,16-10-2024 11:29,Jason,EMP8529,49,Yes,Suite,No,Spa,Low
Joshua Nichols,brian34@yahoo.com,,03-04-2024 16:34,Bryan,EMP6695,68,No,Standard,No,Spa,High
Nicholas Lopez,taylordennis@yahoo.com,,25-02-2024 11:36,Natasha,EMP3736,24,Yes,Deluxe,No,Gym,High
Cody Phillips,eperry@goodman.org,,20-06-2024 11:46,Glenda,EMP4471,65,Yes,Standard,No,Spa,Medium
Elizabeth Harrell,joseph37@jones-craig.com,,07-01-2024 20:16,James,EMP6763,79,Yes,Suite,No,Gym,High
Sean Sanders,charlessmith@yahoo.com,,02-06-2024 23:33,Cheryl,EMP7847,58,Yes,Standard,No,Spa,High
Beverly Jones,pstokes@yahoo.com,,27-05-2024 14:15,Jeffrey,EMP5731,54,Yes,Deluxe,No,Gym,Medium
Brittany Olson,victor14@cole-crosby.org,,31-08-2024 03:45,Kaitlyn,EMP3966,69,Yes,Standard,Yes,Spa,Medium
Justin Chapman,pinedalinda@ryan-miranda.com,,31-07-2024 09:09,Christopher,EMP1595,49,Yes,Standard,Yes,Pool,Low
Stephen Williams,hfuller@jones-hubbard.com,,07-08-2024 16:02,Nicholas,EMP2881,75,Yes,Standard,No,Pool,Low
Mackenzie Williamson,roger95@gmail.com,,17-03-2024 00:39,Matthew,EMP6405,30,No,Standard,No,Spa,High
Andrea Jones,victoriagonzalez@pearson.biz,,30-12-2023 07:13,Oscar,EMP7863,67,No,Deluxe,Yes,Pool,Low
Joanna Johnson,joe15@gmail.com,,27-12-2023 16:04,Heather,EMP8341,63,No,Standard,Yes,Pool,Low
George Price,amanda19@caldwell.com,,26-10-2024 19:44,Stephen,EMP4801,41,No,Deluxe,No,Spa,Low
Melissa Weiss,bryanburns@yahoo.com,,08-10-2024 02:26,Nicholas,EMP7780,50,No,Deluxe,No,Pool,Medium
Kathy White,antonio10@yahoo.com,,19-07-2024 10:15,Alexis,EMP1465,47,No,Standard,Yes,Spa,High
Alan Hall,frenchmadeline@gmail.com,,31-08-2024 10:02,James,EMP4127,38,No,Standard,Yes,Pool,Medium
Daniel Hunter,mccarthychristopher@gmail.com,,22-09-2024 06:06,Michael,EMP7555,49,No,Suite,No,Spa,Medium
Emily Lozano,alexanderbush@yahoo.com,,25-01-2024 12:13,Holly,EMP4825,32,Yes,Suite,Yes,Gym,High
Allen Johnson,justinmitchell@gmail.com,,21-06-2024 23:14,Ryan,EMP7543,40,No,Suite,No,Pool,Low
Miranda Edwards,wilsonhannah@gmail.com,,08-04-2024 06:33,Daisy,EMP7438,29,No,Deluxe,No,Pool,Medium
Erica Chan,trodriguez@gmail.com,,17-03-2024 07:52,Larry,EMP7526,69,Yes,Standard,Yes,Spa,Low
Kimberly Sanford,calvin02@frye.org,,16-06-2024 21:34,Travis,EMP8195,65,Yes,Deluxe,No,Spa,Medium
